AccVers;Title;Identity;Length;Mismatches;Gap Opens;Query Start;Query End;Subject Start;Subject End;E-value;Bitscore;Blast Query
XP_037378720.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 6-like [Talpa occidentalis];80.738;488;92;2;29;516;2;487;0.0;"829
";TRIM6
XP_004779060.1;tripartite motif-containing protein 6 isoform X2 [Mustela putorius furo];81.314;487;88;3;29;515;1;484;0.0;"829
";TRIM6
XP_023418866.1;tripartite motif-containing protein 6 [Cavia porcellus];80.864;486;93;0;29;514;1;486;0.0;"825
";TRIM6
XP_010599242.1;tripartite motif-containing protein 6 isoform X2 [Loxodonta africana];79.508;488;100;0;29;516;1;488;0.0;"825
";TRIM6
XP_004683184.1;PREDICTED: tripartite motif-containing protein 6 isoform X2 [Condylura cristata];80.533;488;93;2;29;516;1;486;0.0;"822
";TRIM6
XP_012791080.1;PREDICTED: tripartite motif-containing protein 6 [Sorex araneus];80.864;486;90;2;29;514;1;483;0.0;"822
";TRIM6
XP_045001895.1;tripartite motif-containing protein 6 [Jaculus jaculus];79.550;489;98;1;29;515;1;489;0.0;"822
";TRIM6
NP_001164943.1;tripartite motif-containing protein 6 [Oryctolagus cuniculus];81.762;488;89;0;29;516;1;488;0.0;"822
";TRIM6
XP_027798401.1;tripartite motif-containing protein 6 isoform X3 [Marmota flaviventris];81.148;488;92;0;29;516;1;488;0.0;"821
";TRIM6
XP_015333034.1;PREDICTED: tripartite motif-containing protein 6 isoform X4 [Marmota marmota marmota];80.943;488;93;0;29;516;1;488;0.0;"820
";TRIM6
XP_037378723.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 6-like [Talpa occidentalis];80.123;488;94;3;29;516;2;486;0.0;"819
";TRIM6
XP_012891060.1;PREDICTED: tripartite motif-containing protein 6 isoform X2 [Dipodomys ordii];82.582;488;83;1;29;516;1;486;0.0;"819
";TRIM6
XP_037696214.1;tripartite motif-containing protein 6 isoform X1 [Choloepus didactylus];78.893;488;103;0;29;516;1;488;0.0;"819
";TRIM6
XP_042544221.1;tripartite motif-containing protein 6-like isoform X2 [Dipodomys spectabilis];82.582;488;83;1;29;516;1;486;0.0;"818
";TRIM6
XP_026256835.1;tripartite motif-containing protein 6 [Urocitellus parryii];80.738;488;94;0;29;516;1;488;0.0;"818
";TRIM6
XP_023368671.1;tripartite motif-containing protein 6 isoform X2 [Otolemur garnettii];80.943;488;66;2;29;516;1;461;0.0;"815
";TRIM6
XP_031316050.1;tripartite motif-containing protein 6 [Camelus dromedarius];82.341;487;85;1;29;515;1;486;0.0;"814
";TRIM6
XP_032216280.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 6 [Mustela erminea];79.671;487;97;2;29;515;1;485;0.0;"814
";TRIM6
XP_004683183.1;PREDICTED: tripartite motif-containing protein 6 isoform X1 [Condylura cristata];80.123;488;93;3;29;516;1;484;0.0;"813
";TRIM6
XP_032345091.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 6 [Camelus ferus];82.341;487;85;1;29;515;1;486;0.0;"813
";TRIM6
XP_028371304.2;tripartite motif-containing protein 6 isoform X1 [Phyllostomus discolor];82.077;491;87;1;26;516;1;490;0.0;"813
";TRIM6
XP_045695456.1;tripartite motif-containing protein 6-like isoform X1 [Phyllostomus hastatus];81.670;491;89;1;26;516;1;490;0.0;"811
";TRIM6
XP_019571422.1;PREDICTED: tripartite motif-containing protein 6 isoform X2 [Rhinolophus sinicus];80.943;488;87;2;29;516;1;482;0.0;"811
";TRIM6
XP_031537165.1;tripartite motif-containing protein 6 [Vicugna pacos];81.930;487;87;1;29;515;1;486;0.0;"810
";TRIM6
XP_004389133.1;tripartite motif-containing protein 6 isoform X1 [Trichechus manatus latirostris];80.453;486;95;0;29;514;1;486;0.0;"805
";TRIM6
XP_035931889.1;tripartite motif-containing protein 6 isoform X3 [Halichoerus grypus];79.508;488;67;2;29;516;1;455;0.0;"804
";TRIM6
XP_004590029.1;tripartite motif-containing protein 6 isoform X1 [Ochotona princeps];79.303;488;101;0;29;516;1;488;0.0;"801
";TRIM6
XP_019523993.1;PREDICTED: tripartite motif-containing protein 6 isoform X3 [Hipposideros armiger];79.633;491;73;2;26;516;1;464;0.0;"798
";TRIM6
XP_033619814.1;uncharacterized protein LOC104870026 [Fukomys damarensis];78.395;486;104;1;29;514;1;485;0.0;"796
";TRIM6
XP_033619814.1;uncharacterized protein LOC104870026 [Fukomys damarensis];50.200;500;223;7;23;515;567;1047;2.06e-149;"460
";TRIM6
XP_004863422.1;tripartite motif-containing protein 6 [Heterocephalus glaber];78.601;486;103;1;29;514;1;485;0.0;"796
";TRIM6
XP_005380152.1;PREDICTED: tripartite motif-containing protein 6 isoform X1 [Chinchilla lanigera];79.630;486;99;0;29;514;1;486;0.0;"794
";TRIM6
XP_040819871.1;tripartite motif-containing protein 6-like isoform X1 [Ochotona curzoniae];78.893;488;103;0;29;516;1;488;0.0;"793
";TRIM6
XP_006162592.1;tripartite motif-containing protein 6 isoform X1 [Tupaia chinensis];81.967;488;87;1;29;516;1;487;0.0;"791
";TRIM6
XP_036350256.1;tripartite motif-containing protein 6 isoform X2 [Ochotona princeps];78.893;488;99;1;29;516;1;484;0.0;"791
";TRIM6
XP_019571423.1;PREDICTED: tripartite motif-containing protein 6 isoform X3 [Rhinolophus sinicus];78.819;491;77;2;26;516;1;464;0.0;"790
";TRIM6
XP_011381435.1;tripartite motif-containing protein 6 isoform X3 [Pteropus vampyrus];78.819;491;77;2;26;516;1;464;0.0;"790
";TRIM6
XP_006915742.1;tripartite motif-containing protein 6 isoform X3 [Pteropus alecto];78.819;491;77;2;26;516;1;464;0.0;"790
";TRIM6
XP_021508843.1;uncharacterized protein LOC110558325 [Meriones unguiculatus];79.098;488;100;1;29;516;1;486;0.0;"787
";TRIM6
XP_021508843.1;uncharacterized protein LOC110558325 [Meriones unguiculatus];51.534;489;221;5;27;511;575;1051;5.77e-157;"480
";TRIM6
XP_040819872.1;tripartite motif-containing protein 6-like isoform X2 [Ochotona curzoniae];78.484;488;101;1;29;516;1;484;0.0;"783
";TRIM6
XP_045695457.1;tripartite motif-containing protein 6-like isoform X2 [Phyllostomus hastatus];77.597;491;77;2;26;516;1;458;0.0;"753
";TRIM6
XP_004389136.1;tripartite motif-containing protein 6 isoform X2 [Trichechus manatus latirostris];76.749;486;87;1;29;514;1;460;0.0;"752
";TRIM6
XP_012863886.1;tripartite motif-containing protein 6 [Echinops telfairi];72.653;490;131;3;29;516;1;489;0.0;"751
";TRIM6
XP_006885712.1;PREDICTED: tripartite motif-containing protein 6-like [Elephantulus edwardii];75.615;488;119;0;29;516;1;488;0.0;"741
";TRIM6
XP_040140797.1;tripartite motif-containing protein 6 isoform X1 [Ictidomys tridecemlineatus];80.726;441;85;0;76;516;1;441;0.0;"741
";TRIM6
XP_006162593.1;tripartite motif-containing protein 6 isoform X2 [Tupaia chinensis];77.869;488;81;2;29;516;1;461;0.0;"738
";TRIM6
XP_046297732.1;tripartite motif-containing protein 6 isoform X2 [Marmota monax];72.541;488;86;1;29;516;1;440;0.0;"707
";TRIM6
XP_035298205.1;tripartite motif-containing protein 6 isoform X6 [Cricetulus griseus];76.247;421;100;0;10;430;17;437;0.0;"672
";TRIM6
NP_001003819.1;tripartite motif-containing 6 and tripartite motif-containing 34 [Homo sapiens];99.696;329;1;0;1;329;1;329;0.0;"669
";TRIM6
NP_001003819.1;tripartite motif-containing 6 and tripartite motif-containing 34 [Homo sapiens];59.274;496;190;3;27;516;353;842;6.90e-168;"502
";TRIM6
XP_018892635.1;tripartite motif-containing protein 34 isoform X2 [Gorilla gorilla gorilla];98.480;329;5;0;1;329;1;329;0.0;"659
";TRIM6
XP_018892635.1;tripartite motif-containing protein 34 isoform X2 [Gorilla gorilla gorilla];59.476;496;189;3;27;516;353;842;6.62e-169;"504
";TRIM6
NP_001185573.1;tripartite motif-containing protein 6 isoform 3 [Homo sapiens];100.000;313;0;0;204;516;1;313;0.0;"658
";TRIM6
XP_023396366.1;tripartite motif-containing protein 6 isoform X4 [Loxodonta africana];77.228;404;89;1;113;516;12;412;0.0;"658
";TRIM6
XP_038181434.1;tripartite motif-containing protein 6 isoform X2 [Arvicola amphibius];78.734;395;84;0;29;423;1;395;0.0;"653
";TRIM6
XP_008970677.1;tripartite motif-containing protein 6 isoform X3 [Pan paniscus];99.042;313;3;0;204;516;1;313;0.0;"652
";TRIM6
XP_009458041.3;tripartite motif-containing protein 6 isoform X3 [Pan troglodytes];98.722;313;4;0;204;516;1;313;0.0;"650
";TRIM6
XP_018892634.1;tripartite motif-containing protein 6 isoform X1 [Gorilla gorilla gorilla];98.722;313;4;0;204;516;1;313;0.0;"650
";TRIM6
XP_023396365.1;tripartite motif-containing protein 6 isoform X3 [Loxodonta africana];63.834;506;106;5;11;516;23;451;0.0;"644
";TRIM6
XP_017742803.1;PREDICTED: tripartite motif-containing protein 6 isoform X2 [Rhinopithecus bieti];97.125;313;9;0;204;516;1;313;0.0;"640
";TRIM6
XP_045227331.1;tripartite motif-containing protein 6 isoform X3 [Macaca fascicularis];96.486;313;11;0;204;516;1;313;0.0;"634
";TRIM6
XP_025122308.2;tripartite motif-containing protein 6 isoform X2 [Bubalus bubalis];66.598;488;85;7;29;516;1;410;0.0;"634
";TRIM6
XP_016048195.1;PREDICTED: tripartite motif-containing protein 6 [Erinaceus europaeus];65.779;488;89;7;29;516;1;410;0.0;"633
";TRIM6
XP_032022684.1;tripartite motif-containing protein 6 isoform X4 [Hylobates moloch];96.805;313;10;0;204;516;1;313;0.0;"633
";TRIM6
XP_003254888.1;tripartite motif-containing protein 6 isoform X4 [Nomascus leucogenys];96.805;313;10;0;204;516;1;313;0.0;"631
";TRIM6
XP_045340233.1;tripartite motif-containing protein 6 isoform X4 [Leopardus geoffroyi];65.779;488;89;6;29;516;1;410;0.0;"629
";TRIM6
XP_021577151.1;tripartite motif-containing protein 6 isoform X2 [Ictidomys tridecemlineatus];71.429;441;78;1;76;516;1;393;0.0;"627
";TRIM6
XP_019293587.1;PREDICTED: tripartite motif-containing protein 6 isoform X4 [Panthera pardus];65.574;488;90;6;29;516;1;410;0.0;"627
";TRIM6
XP_045340234.1;tripartite motif-containing protein 6 isoform X5 [Leopardus geoffroyi];65.574;488;89;7;29;516;1;409;0.0;"622
";TRIM6
XP_019293588.1;PREDICTED: tripartite motif-containing protein 6 isoform X5 [Panthera pardus];65.369;488;90;7;29;516;1;409;0.0;"620
";TRIM6
XP_015982329.2;tripartite motif-containing protein 6 isoform X2 [Rousettus aegyptiacus];82.094;363;64;1;26;388;1;362;0.0;"620
";TRIM6
XP_037052581.1;tripartite motif-containing protein 6 isoform X2 [Peromyscus leucopus];83.478;345;57;0;172;516;2;346;0.0;"614
";TRIM6
XP_039326922.1;tripartite motif-containing protein 6 isoform X2 [Saimiri boliviensis boliviensis];91.824;318;26;0;199;516;2;319;0.0;"598
";TRIM6
XP_035121486.1;tripartite motif-containing protein 6 isoform X2 [Callithrix jacchus];92.971;313;22;0;204;516;1;313;0.0;"593
";TRIM6
XP_032096425.1;tripartite motif-containing protein 6 isoform X2 [Sapajus apella];92.652;313;23;0;204;516;1;313;0.0;"592
";TRIM6
XP_037586884.1;tripartite motif-containing protein 6 isoform X2 [Cebus imitator];92.332;313;24;0;204;516;1;313;0.0;"589
";TRIM6
XP_014637878.1;PREDICTED: tripartite motif-containing protein 5-like [Ceratotherium simum simum];60.563;497;187;3;29;516;1;497;0.0;"587
";TRIM6
XP_029418146.1;tripartite motif-containing protein 6 isoform X3 [Nannospalax galili];79.887;353;67;1;12;360;42;394;0.0;"583
";TRIM6
XP_023396367.1;tripartite motif-containing protein 6 isoform X5 [Loxodonta africana];77.874;348;77;0;169;516;16;363;0.0;"576
";TRIM6
XP_039703822.1;tripartite motif-containing protein 34-like [Pteropus giganteus];59.155;497;187;6;29;515;1;491;0.0;"575
";TRIM6
XP_034522355.1;tripartite motif-containing protein 6 isoform X3 [Ailuropoda melanoleuca];61.914;491;103;9;29;516;1;410;0.0;"571
";TRIM6
XP_005612166.1;tripartite motif-containing protein 5 [Equus caballus];56.360;511;200;4;29;516;1;511;0.0;"568
";TRIM6
XP_036077541.1;tripartite motif-containing protein 5 isoform X1 [Rousettus aegyptiacus];58.065;496;199;4;29;516;1;495;0.0;"567
";TRIM6
XP_012299191.1;tripartite motif-containing protein 6-like, partial [Aotus nancymaae];91.776;304;25;0;213;516;1;304;0.0;"567
";TRIM6
XP_007952339.2;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Orycteropus afer afer];57.255;510;207;5;17;516;314;822;0.0;"567
";TRIM6
XP_007952339.2;LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM22-like [Orycteropus afer afer];74.455;321;75;2;29;349;1;314;6.68e-162;"486
";TRIM6
XP_004418371.1;PREDICTED: tripartite motif-containing protein 5-like [Ceratotherium simum simum];57.430;498;201;5;29;516;1;497;0.0;"565
";TRIM6
XP_034522356.1;tripartite motif-containing protein 6 isoform X4 [Ailuropoda melanoleuca];61.711;491;103;10;29;516;1;409;0.0;"565
";TRIM6
XP_027436194.1;tripartite motif-containing protein 6 isoform X3 [Zalophus californianus];84.177;316;49;1;201;516;4;318;0.0;"564
";TRIM6
XP_006053640.3;tripartite motif-containing protein 5 isoform X1 [Bubalus bubalis];55.728;515;198;8;29;515;1;513;0.0;"564
";TRIM6
XP_012414743.2;tripartite motif-containing protein 34-like isoform X1 [Trichechus manatus latirostris];58.468;496;194;3;27;516;9;498;0.0;"563
";TRIM6
XP_014695120.2;tripartite motif-containing protein 5-like isoform X1 [Equus asinus];55.773;511;203;4;29;516;1;511;0.0;"563
";TRIM6
XP_027418904.1;tripartite motif-containing protein 5-like isoform X1 [Bos indicus x Bos taurus];55.469;512;201;7;29;515;1;510;0.0;"561
";TRIM6
XP_008018066.2;E3 ubiquitin-protein ligase TRIM22 [Chlorocebus sabaeus];57.430;498;202;2;29;516;1;498;0.0;"560
";TRIM6
NP_001192234.1;tripartite motif-containing protein 5 [Bos taurus];55.859;512;199;8;29;515;1;510;0.0;"560
";TRIM6
XP_025122309.1;tripartite motif-containing protein 6 isoform X4 [Bubalus bubalis];61.475;488;101;9;29;516;1;401;0.0;"560
";TRIM6
XP_036283981.1;tripartite motif-containing protein 34 isoform X5 [Pipistrellus kuhlii];57.800;500;197;4;23;516;38;529;0.0;"559
";TRIM6
XP_032022677.1;E3 ubiquitin-protein ligase TRIM22 isoform X1 [Hylobates moloch];57.285;501;198;5;29;516;1;498;0.0;"559
";TRIM6
NP_001267028.1;E3 ubiquitin-protein ligase TRIM22 [Nomascus leucogenys];57.285;501;198;5;29;516;1;498;0.0;"558
";TRIM6
XP_036782944.1;tripartite motif-containing protein 34-like [Manis pentadactyla];58.300;494;194;3;29;516;1;488;0.0;"558
";TRIM6
XP_014332576.1;PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC102267576 [Bos mutus];55.754;504;211;4;23;515;524;1026;0.0;"558
";TRIM6
XP_014332576.1;PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC102267576 [Bos mutus];56.897;290;125;0;39;328;10;299;2.50e-101;"333
";TRIM6
XP_014332576.1;PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC102267576 [Bos mutus];34.343;99;65;0;218;316;391;489;5.46e-05;"53.9
";TRIM6
XP_008158661.1;tripartite motif-containing protein 34-like [Eptesicus fuscus];58.052;503;198;4;20;516;35;530;0.0;"558
";TRIM6
XP_016070519.1;PREDICTED: tripartite motif-containing protein 6 isoform X2 [Miniopterus natalensis];84.591;318;48;1;199;516;2;318;0.0;"558
";TRIM6
XP_003923405.1;E3 ubiquitin-protein ligase TRIM22 [Saimiri boliviensis boliviensis];56.827;498;204;3;29;516;1;497;0.0;"558
";TRIM6
XP_019830862.1;PREDICTED: tripartite motif-containing protein 5-like [Bos indicus];55.469;512;201;8;29;515;1;510;0.0;"557
";TRIM6
XP_036283979.1;tripartite motif-containing protein 34 isoform X3 [Pipistrellus kuhlii];57.800;500;197;4;23;516;71;562;0.0;"557
";TRIM6
NP_001292894.1;E3 ubiquitin-protein ligase TRIM22 [Cercocebus atys];57.028;498;204;2;29;516;1;498;0.0;"556
";TRIM6
NP_001162333.1;E3 ubiquitin-protein ligase TRIM22 [Papio anubis];57.028;498;204;2;29;516;1;498;0.0;"556
";TRIM6
NP_006065.2;E3 ubiquitin-protein ligase TRIM22 isoform 1 [Homo sapiens];57.285;501;198;5;29;516;1;498;0.0;"556
";TRIM6
NP_001106830.1;E3 ubiquitin-protein ligase TRIM22 [Macaca mulatta];56.827;498;205;2;29;516;1;498;0.0;"556
";TRIM6
XP_036283977.2;tripartite motif-containing protein 34 isoform X2 [Pipistrellus kuhlii];56.286;517;195;6;23;516;55;563;0.0;"555
";TRIM6
XP_010858744.1;PREDICTED: tripartite motif-containing protein 5-like isoform X1 [Bison bison bison];54.403;511;208;6;29;515;1;510;0.0;"555
";TRIM6
XP_025211413.1;E3 ubiquitin-protein ligase TRIM22 isoform X1 [Theropithecus gelada];57.028;498;204;2;29;516;1;498;0.0;"555
";TRIM6
XP_036283980.1;tripartite motif-containing protein 34 isoform X4 [Pipistrellus kuhlii];56.286;517;195;6;23;516;38;546;0.0;"555
";TRIM6
XP_005578955.2;E3 ubiquitin-protein ligase TRIM22 [Macaca fascicularis];56.627;498;206;2;29;516;1;498;0.0;"555
";TRIM6
XP_011717099.1;E3 ubiquitin-protein ligase TRIM22 [Macaca nemestrina];56.627;498;206;2;29;516;1;498;0.0;"554
";TRIM6
XP_017497924.2;tripartite motif-containing protein 34-like [Manis javanica];58.097;494;195;3;29;516;1;488;0.0;"554
";TRIM6
XP_006094619.1;tripartite motif-containing protein 34 isoform X1 [Myotis lucifugus];58.648;503;195;4;20;516;35;530;0.0;"553
";TRIM6
XP_003819095.1;E3 ubiquitin-protein ligase TRIM22 [Pan paniscus];56.886;501;200;5;29;516;1;498;0.0;"553
";TRIM6
XP_011827369.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22 isoform X1 [Mandrillus leucophaeus];56.827;498;205;2;29;516;1;498;0.0;"553
";TRIM6
XP_036283976.1;tripartite motif-containing protein 34 isoform X1 [Pipistrellus kuhlii];56.286;517;195;6;23;516;71;579;0.0;"552
";TRIM6
NP_001106867.1;E3 ubiquitin-protein ligase TRIM22 [Pan troglodytes];56.886;501;200;5;29;516;1;498;0.0;"552
";TRIM6
NP_001153280.1;E3 ubiquitin-protein ligase TRIM22 [Pongo abelii];56.886;501;200;5;29;516;1;498;0.0;"552
";TRIM6
XP_010838999.1;PREDICTED: tripartite motif-containing protein 5-like [Bison bison bison];54.951;515;202;7;29;515;1;513;0.0;"552
";TRIM6
XP_004050610.3;E3 ubiquitin-protein ligase TRIM22 [Gorilla gorilla gorilla];56.687;501;201;5;29;516;1;498;0.0;"552
";TRIM6
NP_001029970.1;tripartite motif-containing protein 5 [Bos taurus];56.225;498;206;4;29;515;1;497;0.0;"551
";TRIM6
XP_036283977.1;tripartite motif-containing protein 34 isoform X2 [Pipistrellus kuhlii];56.556;511;191;6;29;516;1;503;0.0;"551
";TRIM6
XP_044114633.1;tripartite motif-containing protein 6 isoform X3 [Neogale vison];59.343;487;120;7;29;515;1;409;0.0;"551
";TRIM6
XP_033063856.1;E3 ubiquitin-protein ligase TRIM22 [Trachypithecus francoisi];56.225;498;208;2;29;516;1;498;0.0;"550
";TRIM6
XP_036077536.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Rousettus aegyptiacus];55.094;530;193;6;29;516;1;527;0.0;"550
";TRIM6
XP_032709177.1;tripartite motif-containing protein 6 isoform X4 [Lontra canadensis];83.013;312;52;1;204;515;1;311;0.0;"550
";TRIM6
XP_023614532.1;tripartite motif-containing protein 34 isoform X2 [Myotis lucifugus];59.109;494;189;4;29;516;1;487;0.0;"550
";TRIM6
XP_004455066.1;tripartite motif-containing protein 6 [Dasypus novemcinctus];56.673;517;192;5;29;516;1;514;0.0;"550
";TRIM6
XP_010362847.1;E3 ubiquitin-protein ligase TRIM22 [Rhinopithecus roxellana];56.024;498;209;2;29;516;1;498;0.0;"550
";TRIM6
XP_014695137.2;E3 ubiquitin-protein ligase TRIM22-like [Equus asinus];57.400;500;196;7;29;516;1;495;0.0;"550
";TRIM6
XP_008522591.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like [Equus przewalskii];55.750;513;199;6;29;516;1;510;0.0;"550
";TRIM6
XP_015415633.1;PREDICTED: tripartite motif-containing protein 34 isoform X4 [Myotis davidii];58.384;495;195;3;26;516;329;816;0.0;"550
";TRIM6
XP_015415633.1;PREDICTED: tripartite motif-containing protein 34 isoform X4 [Myotis davidii];79.934;304;61;0;26;329;1;304;4.26e-169;"504
";TRIM6
XP_004418370.1;PREDICTED: tripartite motif-containing protein 34 [Ceratotherium simum simum];59.432;493;187;5;29;515;1;486;0.0;"549
";TRIM6
XP_006752662.1;PREDICTED: tripartite motif-containing protein 34 isoform X1 [Myotis davidii];58.084;501;199;3;20;516;35;528;0.0;"549
";TRIM6
XP_017742797.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22 [Rhinopithecus bieti];55.823;498;210;2;29;516;1;498;0.0;"548
";TRIM6
XP_019571424.1;PREDICTED: tripartite motif-containing protein 6 isoform X4 [Rhinolophus sinicus];83.019;318;53;1;199;516;2;318;0.0;"548
";TRIM6
NP_001192120.1;tripartite motif-containing protein 34 [Canis lupus familiaris];56.646;489;200;3;34;516;5;487;0.0;"548
";TRIM6
XP_037002196.1;tripartite motif-containing protein 34-like [Artibeus jamaicensis];59.514;494;187;4;29;516;1;487;0.0;"548
";TRIM6
XP_005860880.1;PREDICTED: tripartite motif-containing protein 34 [Myotis brandtii];58.250;503;197;4;20;516;35;530;0.0;"548
";TRIM6
XP_011818977.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22 isoform X1 [Colobus angolensis palliatus];56.088;501;204;4;29;516;1;498;0.0;"548
";TRIM6
XP_025211415.1;tripartite motif-containing protein 5 isoform X1 [Theropithecus gelada];55.952;504;199;7;29;516;1;497;0.0;"548
";TRIM6
