AccVers;Species;ProtAnnotation;GeneAnnotation;GeneId;Location;ProtDef;GeneDef;TreeStatus;TreeAnnotation;RNAId;aBSRELStatus
XP_025122301.2;Bubalus bubalis;TRIM34;TRIM34;102394761;NC_059172.1;tripartite motif-containing protein 34 isoform X1 [Bubalus bubalis];LOC102394761 tripartite motif-containing protein 34;INCLUDED;TRIM34;XM_025266516.2;INCLUDED
XP_025122303.2;Bubalus bubalis;TRIM34;TRIM34;102394761;NC_059172.1;tripartite motif-containing protein 34 isoform X2 [Bubalus bubalis];LOC102394761 tripartite motif-containing protein 34;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_044785375.1;Bubalus bubalis;TRIM34;TRIM34;102394761;NC_059172.1;tripartite motif-containing protein 34 isoform X3 [Bubalus bubalis];LOC102394761 tripartite motif-containing protein 34;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_006053642.3;Bubalus bubalis;TRIM34;TRIM34;102393893;NC_059172.1;tripartite motif-containing protein 34 isoform X1 [Bubalus bubalis];LOC102393893 tripartite motif-containing protein 34;INCLUDED;TRIM5;XM_006053580.4;INCLUDED
XP_025122298.2;Bubalus bubalis;TRIM5;TRIM5;102393048;NC_059172.1;tripartite motif-containing protein 5 isoform X4 [Bubalus bubalis];LOC102393048 tripartite motif-containing protein 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_025122297.2;Bubalus bubalis;TRIM5;TRIM5;102393048;NC_059172.1;tripartite motif-containing protein 5 isoform X3 [Bubalus bubalis];LOC102393048 tripartite motif-containing protein 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_006053640.3;Bubalus bubalis;TRIM5;TRIM5;102393048;NC_059172.1;tripartite motif-containing protein 5 isoform X1 [Bubalus bubalis];LOC102393048 tripartite motif-containing protein 5;INCLUDED;TRIM5;XM_006053578.3;INCLUDED
XP_025122296.2;Bubalus bubalis;TRIM5;TRIM5;102393048;NC_059172.1;tripartite motif-containing protein 5 isoform X2 [Bubalus bubalis];LOC102393048 tripartite motif-containing protein 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_044785377.1;Bubalus bubalis;TRIM6;TRIM34;102393893;NC_059172.1;tripartite motif-containing protein 6 isoform X2 [Bubalus bubalis];LOC102393893 tripartite motif-containing protein 34;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_025122304.2;Bubalus bubalis;TRIM6;TRIM6;102397097;NC_059172.1;tripartite motif-containing protein 6 isoform X1 [Bubalus bubalis];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_025266519.2;INCLUDED
XP_025122310.2;Bubalus bubalis;TRIM6;TRIM6;102397097;NC_059172.1;tripartite motif-containing protein 6 isoform X3 [Bubalus bubalis];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_044785376.1;Bubalus bubalis;TRIM6;TRIM6;102397097;NC_059172.1;tripartite motif-containing protein 6 isoform X4 [Bubalus bubalis];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_025122308.2;Bubalus bubalis;TRIM6;TRIM6;102397097;NC_059172.1;tripartite motif-containing protein 6 isoform X2 [Bubalus bubalis];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_035121493.1;Callithrix jacchus;TRIM22;TRIM22;100386213;NC_048393.1;E3 ubiquitin-protein ligase TRIM22 [Callithrix jacchus];TRIM22 tripartite motif containing 22;INCLUDED;TRIM22;XM_035265602.1;INCLUDED
XP_035121491.1;Callithrix jacchus;TRIM34;TRIM34;103796196;NC_048393.1;tripartite motif-containing protein 34 isoform X3 [Callithrix jacchus];TRIM34 tripartite motif containing 34;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_035121490.1;Callithrix jacchus;TRIM34;TRIM34;103796196;NC_048393.1;tripartite motif-containing protein 34 isoform X2 [Callithrix jacchus];TRIM34 tripartite motif containing 34;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_035121487.1;Callithrix jacchus;TRIM34;TRIM34;103796196;NC_048393.1;tripartite motif-containing protein 34 isoform X1 [Callithrix jacchus];TRIM34 tripartite motif containing 34;INCLUDED;TRIM34;XM_035265596.1;INCLUDED
XP_009005820.1;Callithrix jacchus;TRIM5;TRIM5;100385852;NC_048393.1;tripartite motif-containing protein 5 [Callithrix jacchus];LOC100385852 tripartite motif-containing protein 5;INCLUDED;TRIM5;XM_009007572.3;INCLUDED
XP_035121486.1;Callithrix jacchus;TRIM6;TRIM6;100392347;NC_048393.1;tripartite motif-containing protein 6 isoform X2 [Callithrix jacchus];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_035121485.1;Callithrix jacchus;TRIM6;TRIM6;100392347;NC_048393.1;tripartite motif-containing protein 6 isoform X1 [Callithrix jacchus];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_035265594.1;INCLUDED
XP_025721933.1;Callorhinus ursinus;TRIM22;TRIM22;112819116;NW_020326199.1;E3 ubiquitin-protein ligase TRIM22-like [Callorhinus ursinus];LOC112819116 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_025704320.1;Callorhinus ursinus;TRIM34;TRIM34;112806212;NW_020313006.1;tripartite motif-containing protein 34-like [Callorhinus ursinus];LOC112806212 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_025704321.1;Callorhinus ursinus;TRIM5;TRIM5;112806213;NW_020313006.1;tripartite motif-containing protein 5-like [Callorhinus ursinus];LOC112806213 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_025750152.1;Callorhinus ursinus;TRIM6;TRIM6;112840820;NW_020313006.1;tripartite motif-containing protein 6 isoform X2 [Callorhinus ursinus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_025750150.1;Callorhinus ursinus;TRIM6;TRIM6;112840820;NW_020313006.1;tripartite motif-containing protein 6 isoform X1 [Callorhinus ursinus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045365824.1;Camelus bactrianus;TRIM34;TRIM34;105061839;NW_011511198.1;tripartite motif-containing protein 34-like isoform X3 [Camelus bactrianus];LOC105061839 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045365826.1;Camelus bactrianus;TRIM34;TRIM34;105061839;NW_011511198.1;tripartite motif-containing protein 34-like isoform X5 [Camelus bactrianus];LOC105061839 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_010944277.2;Camelus bactrianus;TRIM34;TRIM34;105061839;NW_011511198.1;tripartite motif-containing protein 34-like isoform X1 [Camelus bactrianus];LOC105061839 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045365823.1;Camelus bactrianus;TRIM34;TRIM34;105061839;NW_011511198.1;tripartite motif-containing protein 34-like isoform X2 [Camelus bactrianus];LOC105061839 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_010944277.1;Camelus bactrianus;TRIM34;TRIM34;105061839;NW_011511198.1;PREDICTED: LOW QUALITY PROTEIN: tripartite motif-containing protein 34-like [Camelus bactrianus];LOC105061839 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045365825.1;Camelus bactrianus;TRIM34;TRIM34;105061839;NW_011511198.1;tripartite motif-containing protein 34-like isoform X4 [Camelus bactrianus];LOC105061839 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_045379855.1;Camelus bactrianus;TRIM5;TRIM5;105076717;NW_011516265.1;tripartite motif-containing protein 5-like isoform X4 [Camelus bactrianus];LOC105076717 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_010963282.1;Camelus bactrianus;TRIM5;TRIM5;105076717;NW_011516265.1;tripartite motif-containing protein 5-like isoform X1 [Camelus bactrianus];LOC105076717 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_010963284.1;Camelus bactrianus;TRIM5;TRIM5;105076717;NW_011516265.1;tripartite motif-containing protein 5-like isoform X3 [Camelus bactrianus];LOC105076717 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_010946434.2;Camelus bactrianus;TRIM5;TRIM5;105063554;NW_011509979.1;tripartite motif-containing protein 5 [Camelus bactrianus];LOC105063554 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_031316046.1;Camelus dromedarius;TRIM34;TRIM34;105097933;NC_044520.1;tripartite motif-containing protein 34 isoform X2 [Camelus dromedarius];LOC105097933 tripartite motif-containing protein 34;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_031316047.1;Camelus dromedarius;TRIM34;TRIM34;105097933;NC_044520.1;tripartite motif-containing protein 34 isoform X3 [Camelus dromedarius];LOC105097933 tripartite motif-containing protein 34;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_010988867.1;Camelus dromedarius;TRIM34;TRIM34;105097933;NC_044520.1;tripartite motif-containing protein 34 isoform X1 [Camelus dromedarius];LOC105097933 tripartite motif-containing protein 34;INCLUDED;TRIM34;XM_010990565.2;INCLUDED
XP_031316049.1;Camelus dromedarius;TRIM34;TRIM34;105097933;NC_044520.1;tripartite motif-containing protein 34 isoform X4 [Camelus dromedarius];LOC105097933 tripartite motif-containing protein 34;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_031316041.1;Camelus dromedarius;TRIM5;TRIM5;116155384;NC_044520.1;tripartite motif-containing protein 5-like [Camelus dromedarius];LOC116155384 tripartite motif-containing protein 5-like;INCLUDED;TRIM5;XM_031460181.1;INCLUDED
XP_031316050.1;Camelus dromedarius;TRIM6;TRIM6;105097936;NC_044520.1;tripartite motif-containing protein 6 [Camelus dromedarius];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_031460190.1;INCLUDED
XP_006185722.2;Camelus ferus;TRIM34;TRIM34;102514651;NC_045705.1;tripartite motif-containing protein 34 isoform X1 [Camelus ferus];LOC102514651 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032345087.1;Camelus ferus;TRIM34;TRIM34;102514651;NC_045705.1;tripartite motif-containing protein 34 isoform X2 [Camelus ferus];LOC102514651 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032345088.1;Camelus ferus;TRIM34;TRIM34;102514651;NC_045705.1;tripartite motif-containing protein 34 isoform X3 [Camelus ferus];LOC102514651 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032345078.1;Camelus ferus;TRIM5;TRIM5;102506555;NC_045705.1;tripartite motif-containing protein 5-like isoform X1 [Camelus ferus];LOC102506555 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032345081.1;Camelus ferus;TRIM5;TRIM5;102506555;NC_045705.1;tripartite motif-containing protein 5-like isoform X4 [Camelus ferus];LOC102506555 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032345083.1;Camelus ferus;TRIM5;TRIM5;102506555;NC_045705.1;tripartite motif-containing protein 5-like isoform X5 [Camelus ferus];LOC102506555 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032345092.1;Camelus ferus;TRIM5;TRIM5;116656649;NC_045705.1;tripartite motif-containing protein 5-like isoform X1 [Camelus ferus];LOC116656649 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032345094.1;Camelus ferus;TRIM5;TRIM5;116656649;NC_045705.1;tripartite motif-containing protein 5-like isoform X2 [Camelus ferus];LOC116656649 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032345079.1;Camelus ferus;TRIM5;TRIM5;102506555;NC_045705.1;tripartite motif-containing protein 5-like isoform X2 [Camelus ferus];LOC102506555 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032345091.1;Camelus ferus;TRIM6;TRIM6;102505804;NC_045705.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 6 [Camelus ferus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_025315035.1;Canis lupus dingo;TRIM22;TRIM22;112667518;NW_023365195.1;E3 ubiquitin-protein ligase TRIM22 [Canis lupus dingo];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_025315033.1;Canis lupus dingo;TRIM34;TRIM34;112667517;NW_023365195.1;tripartite motif-containing protein 34-like isoform X2 [Canis lupus dingo];LOC112667517 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_025315034.1;Canis lupus dingo;TRIM34;TRIM34;112667517;NW_023365195.1;tripartite motif-containing protein 34-like isoform X3 [Canis lupus dingo];LOC112667517 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_025315032.1;Canis lupus dingo;TRIM34;TRIM34;112667517;NW_023365195.1;tripartite motif-containing protein 34-like isoform X1 [Canis lupus dingo];LOC112667517 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_025315028.1;Canis lupus dingo;TRIM6;TRIM6;112667516;NW_023365195.1;tripartite motif-containing protein 6 isoform X2 [Canis lupus dingo];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_038286247.1;Canis lupus familiaris;TRIM22;TRIM22;485284;NC_051825.1;E3 ubiquitin-protein ligase TRIM22 isoform X1 [Canis lupus familiaris];TRIM22 tripartite motif containing 22;INCLUDED;TRIM22;XM_038430319.1;INCLUDED
NP_001192120.1;Canis lupus familiaris;TRIM34;TRIM34;100568302;NC_051825.1;tripartite motif-containing protein 34 [Canis lupus familiaris];TRIM34 tripartite motif containing 34;INCLUDED;TRIM34;NM_001205191.1;INCLUDED
NP_001192119.1;Canis lupus familiaris;TRIM6;TRIM6;100568301;NC_051825.1;tripartite motif-containing protein 6 [Canis lupus familiaris];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;NM_001205190.3;INCLUDED
XP_005689859.1;Capra hircus;TRIM34;TRIM34;102170446;NC_030822.1;PREDICTED: tripartite motif-containing protein 34 [Capra hircus];LOC102170446 tripartite motif-containing protein 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_017914935.1;Capra hircus;TRIM5;TRIM5;102179935;NC_030822.1;PREDICTED: tripartite motif-containing protein 5 isoform X2 [Capra hircus];LOC102179935 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_017900190.1;Capra hircus;TRIM5;TRIM5;102173185;NW_017189722.1;PREDICTED: tripartite motif-containing protein 5 isoform X3 [Capra hircus];LOC102173185 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_013832381.2;Capra hircus;TRIM5;TRIM5;102179935;NC_030822.1;PREDICTED: tripartite motif-containing protein 5 isoform X1 [Capra hircus];LOC102179935 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_017900187.1;Capra hircus;TRIM5;TRIM5;102173185;NW_017189722.1;PREDICTED: tripartite motif-containing protein 5 isoform X1 [Capra hircus];LOC102173185 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_017914933.1;Capra hircus;TRIM5;TRIM5;102169889;NC_030822.1;PREDICTED: tripartite motif-containing protein 5 [Capra hircus];LOC102169889 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_005689857.2;Capra hircus;TRIM5;TRIM5;102170165;NC_030822.1;PREDICTED: LOW QUALITY PROTEIN: tripartite motif-containing protein 5 [Capra hircus];LOC102170165 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_017900189.1;Capra hircus;TRIM5;TRIM5;102173185;NW_017189722.1;PREDICTED: tripartite motif-containing protein 5 isoform X2 [Capra hircus];LOC102173185 tripartite motif-containing protein 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_017914934.1;Capra hircus;TRIM5;TRIM5;108637671;NC_030822.1;PREDICTED: tripartite motif-containing protein 5-like [Capra hircus];LOC108637671 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_005689860.1;Capra hircus;TRIM6;TRIM6;102170894;NC_030822.1;PREDICTED: tripartite motif-containing protein 6 [Capra hircus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_008064723.1;Carlito syrichta;TRIM22;TRIM22;103268949;NW_007253094.1;E3 ubiquitin-protein ligase TRIM22 [Carlito syrichta];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_008064721.1;Carlito syrichta;TRIM34;TRIM34;103268946;NW_007253094.1;tripartite motif-containing protein 34-like [Carlito syrichta];LOC103268946 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_008064722.1;Carlito syrichta;TRIM5;TRIM5;103268948;NW_007253094.1;tripartite motif-containing protein 5 [Carlito syrichta];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_008064720.1;Carlito syrichta;TRIM6;TRIM6;103268945;NW_007253094.1;tripartite motif-containing protein 6 [Carlito syrichta];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_020020709.1;Castor canadensis;TRIM34;TRIM34;109687290;NW_017870579.1;tripartite motif-containing protein 34 [Castor canadensis];TRIM34 tripartite motif containing 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_020020711.1;Castor canadensis;TRIM6;TRIM6;109687291;NW_017870579.1;tripartite motif-containing protein 6 [Castor canadensis];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_013003093.1;Cavia porcellus;TRIM12;TRIM12;100714924;NT_176348.1;tripartite motif-containing protein 12A-like [Cavia porcellus];LOC100714924 tripartite motif-containing protein 12A-like;REMOVED|Excluded species;;;REMOVED|Excluded species
